,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
4086,54,Male,White,2016-04-14,McPherson,KS,67460.0,McPherson,McPherson County Sheriff's Department,"Gunshot, Taser",Two deputies were trying to serve an arrest warrant when the suspect resisted and then started fighting with both deputies. One of the deputies fired his Taser numerous times with no success. The man hit one of the deputies several times in the face. The other deputy called for him to stop but the attack on both deputies continued. One of the deputies pulled his gun and shot and killed the man.,Pending investigation,No known charges,Yes,Unarmed,unarmed,attack,Not fleeing,No,,Rural,2016,4
4087,52,Male,White,2016-04-13,Llano,TX,78643.0,Llano,"Texas Department of Public Safety, Llano County Sheriff's Office",Gunshot,"Wise, 52, of Austin, was stopped as part of an ongoing criminal investigation into bank robberies in Louisiana and Round Rock, near Austin. Authorities say a trooper stopped Wise near the town of Llano. Wise refused to put down his gun and then pointed the weapon toward officers who opened fire, killing him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2016,4
4088,35,Male,Black,2016-04-13,Stockton,CA,95210.0,San Joaquin,Stockton Police Department,Gunshot,"Police patrolling in a high-crime area pursued Watts and two others after they took off running when a police car approached, authorities said. After being pursued by police, Watts attempted to carjack a nearby woman's vehicle to get away. He was shot while attempting the carjacking.",Pending investigation,No known charges,No,Unclear,undetermined,attack,Not fleeing,No,,Suburban,2016,4
4089,26,Male,White,2016-04-13,Sparta,TN,38583.0,White,White County Sheriff's Office,Gunshot,"Following a pursuit with White County Sheriff Office deputies, officers say Whitson shot at them when they attempted to conduct a traffic stop on his vehicle.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Rural,2016,4
4090,20,Male,White,2016-04-12,Noma,FL,32425.0,Holmes,Holmes County Sheriff's Office,Gunshot,"According to a news release from the Holmes County Sheriff's Office, a deputy tried to conduct a traffic stop after seeing a GMC Jimmy run a stop sign near Main Street in Noma. A check of the truck's license plate revealed the tag was assigned to another vehicle. The driver, Wood, led the deputy on a chase that crossed several miles over the state line into Geneva County, Ala., and back into Noma. HCSO reported that as deputies were setting up a roadblock, Wood swerved and left the roadway, almost striking a patrol car before steering the truck toward a deputy. The deputy shot and killed Wood.",Pending investigation,No known charges,No,Vehicle,vehicle,other,Car,Yes,,Rural,2016,4
4091,40,Male,White,2016-04-12,Denver,CO,80202.0,Denver,Denver Police Department,Gunshot,"Damon, a bank robbery suspect, was unarmed when he was shot and killed in front of his wife and child. Police say he made a threatening gesture.",Pending investigation,No known charges,No,Unarmed,unarmed,other,Car,No,,Urban,2016,4
4092,38,Male,Hispanic,2016-04-12,Benton,IL,62812.0,Franklin,Franklin County Sheriff's Department,Gunshot,"Benton fled a burglary with stolen guns. He crashed a car, carjacked a second car, and after shooting at police, was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Rural,2016,4
4093,22,Male,Hispanic,2016-04-11,Las Vegas,NV,89104.0,Clark,Las Vegas Metropolitan Police Department,Gunshot,"Police responded to reports of a shooting. They found a man suffering from apparent gunshot wounds. While helping the victim, bystanders pointed out the possible suspect in the shooting, police said. As officers approached Trujillo, he started to run and officers pursued him. Trujillo fired several rounds at the officers, and the officers shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2016,4
4094,16,Male,Black,2016-04-11,Chicago,IL,60624.0,Cook,Chicago Police Department,Gunshot,"Officers on patrol were trying to pull over a car they thought had been involved in a shooting when someone jumped out of the car and ran, according to police. A brief chase led to an ""armed encounter"" between the person and the officer, and it ended with the officer shooting and killing the teen as he tried to climb a fence to safety.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Urban,2016,4
4095,39,Male,White,2016-04-10,Modesto,CA,95354.0,Stanislaus,Modesto Police Department,Gunshot,"Ball was shot and killed after a woman called Modesto police to report a man was at her door with a gun. When police arrived, Ball drove off. Police chased him through the area until he returned back to the house. Neighbors said they heard police ask Ball to get out of the car. Modesto Police said he did, and then shots were fired.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Urban,2016,4
4096,29,Male,Hispanic,2016-04-10,Memphis,TN,38111.0,Shelby,Memphis Police Department,Gunshot,An off-duty Memphis Police Department officer shot and killed acquaintance's ex-husband during child visitation exchange.,Pending investigation,No known charges,No,Unclear,undetermined,undetermined,Not fleeing,,Off-Duty,Urban,2016,4
4097,28,Male,Hispanic,2016-04-10,Los Angeles,CA,90033.0,Los Angeles,Los Angeles Police Department,Gunshot,"A man smashed the windows of a house where an 83-year-old man lived alone. The suspect forced his way inside and began ransacking the home, Beck said, then took the older man hostage. Some neighbors grabbed baseball bats and knives, police said, and were getting ready to try to rescue the resident when two officers from the LAPD's Hollenbeck Division arrived at the scene. The officers ran inside and saw the man holding a knife to the victim's neck. The suspect “began to do things that indicated that he was going to kill the victim.” One of the officers shot and killed the suspect.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Not fleeing,No,,Urban,2016,4
4098,30,Male,White,2016-04-10,Rotterdam,NY,12303.0,Schenectady,Rotterdam Police Department,Gunshot,"Police responded to a mother's call regarding her son, a former Marine, who was having an emotional crisis. Police came in, and Clark attacked them with a knife. They tried less-lethal means, but ultimately shot and killed him.",Justified,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2016,4
4099,19,Male,Black,2016-04-09,Philadelphia,PA,19141.0,Philadelphia,Philadelphia Police Department,Gunshot,"Police say off-duty officer, Erik Bullock, intervened when he saw the armed suspect robbing an elderly citizen. After identifying himself as police, the officer ordered the suspect to drop his weapon. The alleged robber then pointed a gun at the officer who fired his weapon, police say. He fled on foot with the officer in pursuit. Police say during the foot chase, the suspect fired his gun at the officer, and the officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,Off-Duty,Urban,2016,4
4100,27,Male,Black,2016-04-09,New Brunswick,NJ,8873.0,Somerset,Franklin Township Police Department,Gunshot,"Grant was pursued by two Franklin Township police officers after an encounter on Somerset and Home Streets, officials said. The officers followed Grant across the town border on Somerset into New Brunswick where an exchange of gunfire and Grant was killed, according to police. Details are scant.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Suburban,2016,4
4101,43,Male,Black,2016-04-08,Kentwood,MI,49512.0,Kent,Kentwood Police Department,Gunshot,"Gulley allegedly stabbed and killed his girlfriend. Officials said he fled and encountered police nearby. Police shot Gulley when he made threatening movements toward officers while still armed with a knife, authorities said.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,Yes,,Suburban,2016,4
4102,25,Female,White,2016-04-08,Lake Hallie,WI,54729.0,Chippewa,Lake Hallie Police Department,Gunshot,"Police responded to a disturbance call at a Wal-Mart where a developmentally disabled woman (shopping with chaperones) had allegedly ""armed herself with a hatchet in the sporting goods department"" and refused police commands to drop the weapon. Instead, she allegedly lunged toward an officer and was shot twice, dying later at nearby hospital.",Justified,No known charges,Yes,Allegedly Armed,hatchet,other,Not fleeing,No,,Rural,2016,4
4103,40,Male,Black,2016-04-08,Sacramento,CA,95823.0,Sacramento,Sacramento Police Department,Gunshot,"Police said they stopped Flenaugh and detained him in the back of a patrol car after receiving reports of 'suspicious activity'. Authorities said Flenaugh was thrashing and kicking in the back of the car, and that when the officers stopped to try and secure him, he ran away. Flenaugh then allegedly broke into a home and armed himself with kitchen knives before threatening a woman, who then escaped. Flenaugh had fled and hid behind a nearby car when officers confronted him. Officers said they shot him when he 'verbally challenged' them.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Foot,No,,Suburban,2016,4
4104,45,Male,Hispanic,2016-04-07,San Francisco,CA,94110.0,San Francisco,San Francisco Police Department,Gunshot,"A homeless outreach team of the police department was called about a homeless man allegedly wielding a knife. They tried to subdue him with beanbag shots. Gongora allegedly got up and charged at police, who opened fire and killed him at the scene.",Pending investigation,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing,No,,Urban,2016,4
4105,44,Male,White,2016-04-07,Omaha,NE,68107.0,Douglas,Omaha Police Department,Gunshot,"An officer shot McIntire in a parking lot when McIntire allegedly drove his car directly toward the officer. Officers had tried to stop McIntire's car earlier in the day after receiving a tip that the occupants of the car were armed, authorities said.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Not fleeing,No,,Urban,2016,4
4106,39,Male,White,2016-04-06,Bradenton,FL,34208.0,Manatee,Manatee County Sheriff's Office,Taser,Erdman died after being shocked with Tasers by deputies who were called to a behavorial health hospital where he was reported to be behaving erratically. He had been dropped at the hospital after reportedly being under the influence of drugs for several days.,Pending investigation,No known charges,Unknown,Unarmed,unarmed,other,Not fleeing,,,Suburban,2016,4
4107,20,Male,Hispanic,2016-04-06,Los Angeles,CA,91342.0,Los Angeles,Los Angeles Police Department,"Gunshot, Taser","Officers made contact with the subject, known to be possibly mentally ill and armed with a kitchen knife. They attempted to subdue him with a Taser and a beanbag gun but the subject escaped into a nearby house. Officers fired gas shells into the home and the man walked out. They attempted to subdue him again with a Taser and bean bag gun but the man ran into the backyard of the house. Attempting to subdue him, the man allegedly attacked an officer with his knife. The officer fired his gun and the subject died later that night at a nearby hospital.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2016,4
4108,40,Female,Black,2016-04-06,Gallatin,TN,37066.0,Sumner,Gallatin Police Department (officer did the shooting) Sumner County Sheriff's Department (attacked with ax),Gunshot,Sweatt was shot after she allegedly injured a sheriff's deputy who had arrived at her home to serve her with an eviction notice. Body camera footage shows an officer shooting Sweatt as she approaches with an ax.,Pending investigation,No known charges,Unknown,Allegedly Armed,Ax,attack,Not fleeing,Yes,,Suburban,2016,4
